"manifest_id","source_legacy_id","source_url","legacy_asset_url","legacy_filename","asset_kind","observed_format","disposition","rights_status","privacy_review","alt_text_status","notes"
"M001","B001","https://www.fchfh.org/post/habitat-skydive-2022","https://static.wixstatic.com/media/cfaa59_e1d0bfdc21584852bda97178c99d9ce2~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M025","B025","https://www.fchfh.org/post/habitat-christmas-coloring-contest","https://static.wixstatic.com/media/cfaa59_1ee92cc80f354ee48819d40b204f867d~mv2.gif","","BLOG_HERO","gif","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M026","B026","https://www.fchfh.org/post/building-a-home-building-a-future-donations-at-work-for-the-wright-family","https://static.wixstatic.com/media/cfaa59_9194a3d57e444d4ab73e47c083ffeb27~mv2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M027","B027","https://www.fchfh.org/post/fayetteville-bank-donates-1-000","https://static.wixstatic.com/media/cfaa59_06ce30cb390f480ead7d0ca06de1181c~mv2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M028","B028","https://www.fchfh.org/post/the-habitat-gambit-chess-tournament","https://static.wixstatic.com/media/cfaa59_2d8b335ec0c646ef9050c98fef4173cd~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M029","B029","https://www.fchfh.org/post/first-coat-of-paint-goes-on-despite-weather","https://static.wixstatic.com/media/cfaa59_e90c1a54d44a44779cbac753b98ec1c7~mv2_d_4032_3024_s_4_2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M030","B030","https://www.fchfh.org/post/habitat-small-business-passport-available-for-pre-order","https://static.wixstatic.com/media/cfaa59_7e3ec920f12d47fc9ac58d40e2a92315~mv2.png","","BLOG_HERO","png","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M031","B031","https://www.fchfh.org/post/2x4-season-begins","https://static.wixstatic.com/media/cfaa59_ec171682da2f48e69938ee3bf9e9541a~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M032","B032","https://www.fchfh.org/post/fayette-county-habitat-partners-with-boys-girls-club-in-schulenburg","https://static.wixstatic.com/media/cfaa59_2618c1fbb5774d709e7907c420e2e0da~mv2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M033","B033","https://www.fchfh.org/post/join-habitat-for-skydive-2023","https://static.wixstatic.com/media/cfaa59_e1d0bfdc21584852bda97178c99d9ce2~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M034","B034","https://www.fchfh.org/post/donate-your-old-car-how-vehicle-donations-fuel-habitat-projects","https://static.wixstatic.com/media/cfaa59_9e457fd1d6404e6c9dda2c10df35e152~mv2.jpg","","BLOG_HERO","jpg","VERIFY","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M035","B035","https://www.fchfh.org/post/habitat-bourbon-raffle","https://static.wixstatic.com/media/cfaa59_d3e82d850aa14d8eb75dc18d01b83189~mv2.png","","BLOG_HERO","png","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M036","B036","https://www.fchfh.org/post/habitat-for-humanity-texas-names-kenny-couch-the-affiliate-volunteer-of-the-year","https://static.wixstatic.com/media/cfaa59_cb0b24b0668a4470b8c89051ef2425b6~mv2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M037","B037","https://www.fchfh.org/post/fayette-county-habitat-for-humanity-selects-partner-family-for-new-home-build","https://static.wixstatic.com/media/cfaa59_bc778b183a1d4289a101b5dc4defe1f4~mv2.png","","BLOG_HERO","png","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M038","B038","https://www.fchfh.org/post/tamu-partners-with-fchfh-for-impact-study","https://static.wixstatic.com/media/cfaa59_eb05e5309b1d4eef802d5e199acc1005~mv2_d_4032_2267_s_2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M039","B039","https://www.fchfh.org/post/skydiving-schedule","https://static.wixstatic.com/media/cfaa59_bf11de7de3f9493482d75c6cecddc8ea~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M040","B040","https://www.fchfh.org/post/jimmy-s-bock-release-party","https://static.wixstatic.com/media/cfaa59_9f099f472910479d9ffb270a1a8c1630~mv2.png","","BLOG_HERO","png","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M041","B041","https://www.fchfh.org/post/habitat-christmas-coloring-contest-2","https://static.wixstatic.com/media/cfaa59_1ee92cc80f354ee48819d40b204f867d~mv2.gif","","BLOG_HERO","gif","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M042","B042","https://www.fchfh.org/post/family-selection-begins-for-fayette-county-habitat-1","https://static.wixstatic.com/media/cfaa59_8844fc1b02154764993eadeea2adb1d5~mv2.png","","BLOG_HERO","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M043","B043","https://www.fchfh.org/post/young-neighbors-in-action-donates-to-fchfh","https://static.wixstatic.com/media/cfaa59_e50b3bd26a3b4e5e9eab92a0bab09d48~mv2_d_2400_1800_s_2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M044","B044","https://www.fchfh.org/post/habitat-skydive-eventapril-17th","https://static.wixstatic.com/media/cfaa59_e1d99d5259144d5788da847c7b496c40~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M045","B045","https://www.fchfh.org/post/join-a-habitat-committee-how-you-can-shape-the-future-of-affordable-housing","https://static.wixstatic.com/media/cfaa59_f17b6c2b948c42ebafd6904f108ceb8f~mv2.jpg","","BLOG_HERO","jpg","VERIFY","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M046","B046","https://www.fchfh.org/post/family-selection-begins-for-fayette-county-habitat","https://static.wixstatic.com/media/34efaf1940d446c6a4bc7aed43ebfdfd.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M047","B047","https://www.fchfh.org/post/the-power-of-a-monthly-donation-changing-lives-year-round","https://static.wixstatic.com/media/cfaa59_2100a9582eec46be9036dca9af939cb1~mv2.png","","BLOG_HERO","png","VERIFY","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M048","B048","https://www.fchfh.org/post/building-more-than-homes-how-habitat-improves-our-community-beyond-housing","https://static.wixstatic.com/media/cfaa59_e959ee55706e4f66be6e65dc81a19ebc~mv2.jpg","","BLOG_HERO","jpg","VERIFY","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M049","B049","https://www.fchfh.org/post/habitat-announces-first-keystone-partner","https://static.wixstatic.com/media/cfaa59_c53a1687391442109f977b4f8e6a8e88~mv2.jpg","","BLOG_HERO","jpg","MIGRATE_SELECTED","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M050","B050","https://www.fchfh.org/post/test-3","https://static.wixstatic.com/media/cfaa59_cbe7033c6d1a4d6eb8bf53964bf7cf3e~mv2_d_3024_3024_s_4_2.jpg","","BLOG_HERO","jpg","RETIRE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M051","B051","https://www.fchfh.org/post/jill-stueber-casserole-fundraiser","https://static.wixstatic.com/media/cfaa59_7beb5b45ddab4ce196863d0fa8b68f1a~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M052","B052","https://www.fchfh.org/post/habitat-skydive-2022-jump-schedule","https://static.wixstatic.com/media/cfaa59_e1d0bfdc21584852bda97178c99d9ce2~mv2.jpg","","BLOG_HERO","jpg","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M053","B053","https://www.fchfh.org/post/bourbon-raffle-winners-announced","https://static.wixstatic.com/media/cfaa59_d3e82d850aa14d8eb75dc18d01b83189~mv2.png","","BLOG_HERO","png","ARCHIVE","VERIFY_OWNERSHIP","VERIFY","REWRITE_REQUIRED","Indexed hero association; migrate or archive only with the approved parent content and verified source rights."
"M054","P027","https://www.fchfh.org/aginginplace","https://www.fchfh.org/_files/ugd/cfaa59_bb974a47fbf6486d843c4e42fd5a5084.pdf","cfaa59_bb974a47fbf6486d843c4e42fd5a5084.pdf","ASSISTANCE_APPLICATION","pdf","RETIRE","VERIFY_PUBLICATION_RIGHTS","BLOCKED","NOT_APPLICABLE","Contains Social Security Number fields and instructs applicants to email repairs@FCHFH.org; do not migrate or publicly serve."
"M055","P022","https://www.fchfh.org/rapidresponse","https://www.fchfh.org/_files/ugd/cfaa59_bb974a47fbf6486d843c4e42fd5a5084.pdf","cfaa59_bb974a47fbf6486d843c4e42fd5a5084.pdf","ASSISTANCE_APPLICATION","pdf","RETIRE","VERIFY_PUBLICATION_RIGHTS","BLOCKED","NOT_APPLICABLE","Same high-risk application: SSN collection plus email submission; replace later with a private no-SSN application workflow."
"M056","P021","https://www.fchfh.org/casinonight","https://www.fchfh.org/_files/ugd/cfaa59_0d3e2eccf86a471eade4286bb0c06cd6.pdf","cfaa59_0d3e2eccf86a471eade4286bb0c06cd6.pdf","CASINO_DONATION_PLEDGE","pdf","ARCHIVE","VERIFY_PUBLICATION_RIGHTS","VERIFY","NOT_APPLICABLE","Casino Night donation pledge; archive as dated evidence and verify contact details and legal language before any reuse."
"M057","P032","https://www.fchfh.org/newsletter","https://www.fchfh.org/_files/ugd/cfaa59_5c0882cd31154105b287fa49291ccf17.pdf","cfaa59_5c0882cd31154105b287fa49291ccf17.pdf","NEWSLETTER_PDF","pdf","MIGRATE_SELECTED","VERIFY_PUBLICATION_RIGHTS","VERIFY","NOT_APPLICABLE","Habitat Herald Summer 2025; candidate newsletter archive source after rights accessibility and link review."
"M058","P001","https://www.fchfh.org/plannedgiving","https://www.fchfh.org/_files/ugd/cfaa59_7e5cb9b9e44542488bfe5bb88bd6efd4.pdf","cfaa59_7e5cb9b9e44542488bfe5bb88bd6efd4.pdf","PLANNED_GIVING_FORM","pdf","VERIFY","VERIFY_PUBLICATION_RIGHTS","VERIFY","NOT_APPLICABLE","Legacy Builders Society intent form; requires legal content accessibility and current-process review before any migration."
"M059","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_2626c55c3e7a4a7a87e18fb1e55812be~mv2.png","IMG_1629 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M060","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_728d8b23d7c14cba85596feb7d313144~mv2.png","IMG_1803 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M061","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_a15eaa5c39d94cee9924d02987038e68~mv2.png","IMG_1804 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M062","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_84ca01eff6ff49119537d49974736ebe~mv2.png","IMG_1805 2.heic","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M063","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_8bd4f6436d014cdd9ea6076675485f2e~mv2.png","IMG_1806 2.heic","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M064","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_1a03a13974004550a92acc62e66dd3ed~mv2.png","IMG_1807 2.heic","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M065","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_800b1d1366c742d383d730f1fee718cb~mv2.png","IMG_1809 2.heic","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M066","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_1fd9744df404454cb13c2ff0b264f704~mv2.png","IMG_1811 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M067","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_3d5f6515bfde49c08589c53948b0c8f1~mv2.png","IMG_1812 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M068","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_1da34af6648b4267be9aa8b1ce1d6bab~mv2.png","IMG_1813 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M069","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_70fe0e36e1f64441bab90915e665d411~mv2.png","IMG_1814 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M070","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_f47ba3b9b81247dbb8fdfce8767d542d~mv2.png","IMG_1817.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M071","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_6c97144aef1b4c61999a1787f3e0427e~mv2.png","IMG_1818.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
"M072","P028","https://www.fchfh.org/2x4fundraiser","https://static.wixstatic.com/media/cfaa59_a25363e700f0425e9dc027ab2308fa3c~mv2.png","IMG_1897 2.HEIC","HEIC_ORIGIN_IMAGE","png","ARCHIVE","VERIFY_OWNERSHIP","REQUIRED","MISSING_OR_UNVERIFIED","Wix serves a converted PNG or AVIF derivative; obtain original HEIC or highest-quality export and verify decode metadata rights consent and descriptive alt text."
